version,size_test,size_training,succHe_SMORBFLocalEM,succZi_SMORBFLocalEM,succG75_SMORBFLocalEM,succG60_SMORBFLocalEM,error_SMORBFLocalEM,recall_SMORBFLocalEM,precision_SMORBFLocalEM,fscore_SMORBFLocalEM,gscore_SMORBFLocalEM,mcc_SMORBFLocalEM,auc_SMORBFLocalEM,aucec_SMORBFLocalEM,tpr_SMORBFLocalEM,tnr_SMORBFLocalEM,tp_SMORBFLocalEM,fn_SMORBFLocalEM,tn_SMORBFLocalEM,fp_SMORBFLocalEM,succHe_SMORBFLocalFQ,succZi_SMORBFLocalFQ,succG75_SMORBFLocalFQ,succG60_SMORBFLocalFQ,error_SMORBFLocalFQ,recall_SMORBFLocalFQ,precision_SMORBFLocalFQ,fscore_SMORBFLocalFQ,gscore_SMORBFLocalFQ,mcc_SMORBFLocalFQ,auc_SMORBFLocalFQ,aucec_SMORBFLocalFQ,tpr_SMORBFLocalFQ,tnr_SMORBFLocalFQ,tp_SMORBFLocalFQ,fn_SMORBFLocalFQ,tn_SMORBFLocalFQ,fp_SMORBFLocalFQ
ant-1.3.csv,125,9174,0,0,0,1,0.408,0.9,0.26865671641791045,0.41379310344827586,0.6697674418604651,0.3185520078607715,0.7166666666666667,0.592493169580095,0.9,0.5333333333333333,18.0,2.0,56.0,49.0,0,0,0,0,0.512,0.85,0.21794871794871795,0.3469387755102041,0.5613508442776736,0.20363037926338096,0.6345238095238095,0.552415183426616,0.85,0.41904761904761906,17.0,3.0,44.0,61.0
ant-1.4.csv,178,9174,0,0,0,0,0.47191011235955055,0.575,0.25555555555555554,0.35384615384615387,0.543066178915863,0.07471276672259794,0.5447463768115942,0.4818765568779411,0.575,0.5144927536231884,23.0,17.0,71.0,67.0,0,0,0,0,0.6067415730337079,0.6,0.20689655172413793,0.3076923076923077,0.4285714285714286,-0.05840545888008205,0.4666666666666667,0.5191553648860598,0.6,0.3333333333333333,24.0,16.0,46.0,92.0
ant-1.5.csv,293,9174,0,0,0,1,0.36860068259385664,0.78125,0.1984126984126984,0.31645569620253167,0.6869901245169601,0.2484007940252457,0.6971384099616859,0.5356046876974511,0.78125,0.6130268199233716,25.0,7.0,160.0,101.0,0,0,0,0,0.7406143344709898,0.9375,0.12244897959183673,0.21660649819494587,0.29671038486347023,0.0958571917321086,0.5568726053639846,0.5905426809654555,0.9375,0.17624521072796934,30.0,2.0,46.0,215.0
ant-1.6.csv,351,9174,0,0,0,1,0.31054131054131057,0.8478260869565217,0.4508670520231214,0.588679245283019,0.7249645792009068,0.42313948748020586,0.7405153600805775,0.5984115764910403,0.8478260869565217,0.6332046332046332,78.0,14.0,164.0,95.0,0,0,0,1,0.3789173789173789,0.8804347826086957,0.39901477832512317,0.5491525423728815,0.6608700830777476,0.3645898730174413,0.7046961557831123,0.6218557292358532,0.8804347826086957,0.528957528957529,81.0,11.0,137.0,122.0
ant-1.7.csv,745,9174,0,0,0,1,0.3530201342281879,0.8554216867469879,0.37270341207349084,0.5191956124314442,0.6963896782010413,0.3684951824427087,0.7213205152215078,0.5678097070024444,0.8554216867469879,0.5872193436960277,142.0,24.0,340.0,239.0,0,0,0,0,0.4671140939597315,0.8132530120481928,0.29867256637168144,0.4368932038834952,0.5814708565886058,0.22639954510749125,0.6328786649187423,0.549090959169599,0.8132530120481928,0.4525043177892919,135.0,31.0,262.0,317.0
arc.csv,234,9820,0,0,0,1,0.24786324786324787,0.6296296296296297,0.26153846153846155,0.3695652173913043,0.6920122887864824,0.28370851937998764,0.6988727858293076,0.5872985486283927,0.6296296296296297,0.7681159420289855,17.0,10.0,159.0,48.0,0,0,0,0,0.45726495726495725,0.6296296296296297,0.14912280701754385,0.24113475177304963,0.576359993835722,0.10292773263608579,0.5805152979066023,0.493955572572125,0.6296296296296297,0.5314009661835749,17.0,10.0,110.0,97.0
camel-1.2.csv,608,8776,0,0,0,0,0.4144736842105263,0.4537037037037037,0.4224137931034483,0.4375,0.5371346023113528,0.11021326426322556,0.5559334845049131,0.5062093121597362,0.4537037037037037,0.6581632653061225,98.0,118.0,258.0,134.0,0,0,0,0,0.48519736842105265,0.49074074074074076,0.3642611683848797,0.4181459566074951,0.5087174255772976,0.018013455404718742,0.5094009826152683,0.49288957821505874,0.49074074074074076,0.5280612244897959,106.0,110.0,207.0,185.0
camel-1.4.csv,872,8776,0,0,0,1,0.3451834862385321,0.5862068965517241,0.2607361963190184,0.3609341825902335,0.6246550485767208,0.19601439303497448,0.6273537921548167,0.5328389913933729,0.5862068965517241,0.6685006877579092,85.0,60.0,486.0,241.0,0,0,0,0,0.45871559633027525,0.6,0.20279720279720279,0.3031358885017421,0.5625913297613249,0.09650219445197993,0.5647867950481431,0.49937749620295946,0.6,0.5295735900962861,87.0,58.0,385.0,342.0
camel-1.6.csv,965,8776,0,0,0,0,0.36683937823834195,0.5319148936170213,0.273224043715847,0.3610108303249097,0.58814050918466,0.15474297247586957,0.5947862756373394,0.5090139237445155,0.5319148936170213,0.6576576576576577,100.0,88.0,511.0,266.0,0,0,0,0,0.42383419689119173,0.6117021276595744,0.2549889135254989,0.35993740219092335,0.5888089723271973,0.1423070722313147,0.589634847613571,0.533154311072467,0.6117021276595744,0.5675675675675675,115.0,73.0,441.0,336.0
ivy-1.1.csv,111,9636,0,0,0,0,0.3963963963963964,0.4444444444444444,0.7567567567567568,0.56,0.574585635359116,0.2700308624336608,0.6284722222222222,0.4194996382450582,0.4444444444444444,0.8125,28.0,35.0,39.0,9.0,0,0,0,0,0.42342342342342343,0.5079365079365079,0.6666666666666666,0.5765765765765767,0.5765765765765766,0.1746031746031746,0.5873015873015873,0.5488747211229987,0.5079365079365079,0.6666666666666666,32.0,31.0,32.0,16.0
