version,size_test,size_training,succHe_RF,succZi_RF,succG75_RF,succG60_RF,error_RF,recall_RF,precision_RF,fscore_RF,gscore_RF,mcc_RF,auc_RF,aucec_RF,tpr_RF,tnr_RF,tp_RF,fn_RF,tn_RF,fp_RF,trainerror_RF,trainrecall_RF,trainprecision_RF,trainsuccHe_RF,succHe_RFLocalEM,succZi_RFLocalEM,succG75_RFLocalEM,succG60_RFLocalEM,error_RFLocalEM,recall_RFLocalEM,precision_RFLocalEM,fscore_RFLocalEM,gscore_RFLocalEM,mcc_RFLocalEM,auc_RFLocalEM,aucec_RFLocalEM,tpr_RFLocalEM,tnr_RFLocalEM,tp_RFLocalEM,fn_RFLocalEM,tn_RFLocalEM,fp_RFLocalEM,trainerror_RFLocalEM,trainrecall_RFLocalEM,trainprecision_RFLocalEM,trainsuccHe_RFLocalEM,succHe_RFLocalFQ,succZi_RFLocalFQ,succG75_RFLocalFQ,succG60_RFLocalFQ,error_RFLocalFQ,recall_RFLocalFQ,precision_RFLocalFQ,fscore_RFLocalFQ,gscore_RFLocalFQ,mcc_RFLocalFQ,auc_RFLocalFQ,aucec_RFLocalFQ,tpr_RFLocalFQ,tnr_RFLocalFQ,tp_RFLocalFQ,fn_RFLocalFQ,tn_RFLocalFQ,fp_RFLocalFQ,trainerror_RFLocalFQ,trainrecall_RFLocalFQ,trainprecision_RFLocalFQ,trainsuccHe_RFLocalFQ
ant-1.3.csv,125,11424,0,0,0,0,0.464,0.7,0.21212121212121213,0.3255813953488372,0.5865612648221343,0.1503698735860522,0.5852380952380952,0.5281638770259158,0.7,0.5047619047619047,14.0,6.0,53.0,52.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.464,0.55,0.18333333333333332,0.27499999999999997,0.5415384615384614,0.06114994880877856,0.5416666666666666,0.4793774370672963,0.55,0.5333333333333333,11.0,9.0,56.0,49.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.448,0.55,0.1896551724137931,0.282051282051282,0.5511879049676026,0.07526228757150095,0.5511904761904762,0.5440237141568742,0.55,0.5523809523809524,11.0,9.0,58.0,47.0,0.09112394957983193,0.8625700280112045,0.9506077561257958,1
ant-1.4.csv,178,11424,0,0,0,0,0.48314606741573035,0.6,0.2553191489361702,0.3582089552238805,0.5411140583554376,0.07755268748030858,0.5419384057971014,0.6156896392656145,0.6,0.4927536231884058,24.0,16.0,68.0,70.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.550561797752809,0.45,0.19148936170212766,0.26865671641791045,0.44963738920225627,-0.0842173715606476,0.44963768115942027,0.5128498939016513,0.45,0.4492753623188406,18.0,22.0,62.0,76.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.5168539325842697,0.525,0.22340425531914893,0.3134328358208955,0.49654419789014187,-0.003332342040169509,0.4980072463768116,0.5408068087461939,0.525,0.47101449275362317,21.0,19.0,65.0,73.0,0.3638830532212885,0.6221988795518207,0.6400144066270484,0
ant-1.5.csv,293,11424,0,0,0,0,0.4402730375426621,0.5625,0.13533834586466165,0.2181818181818182,0.5609391675560299,0.07636014130019171,0.5845306513409961,0.5102085654876107,0.5625,0.5593869731800766,18.0,14.0,146.0,115.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.48464163822525597,0.59375,0.12837837837837837,0.21111111111111108,0.5462267232930416,0.062071311569000025,0.5497485632183908,0.5258940572334492,0.59375,0.5057471264367817,19.0,13.0,132.0,129.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.40273037542662116,0.59375,0.1532258064516129,0.24358974358974358,0.5957190232137473,0.12086457410062316,0.5957255747126436,0.5978293335784123,0.59375,0.5977011494252874,19.0,13.0,156.0,105.0,0.33560924369747897,0.6388305322128851,0.6732472324723248,0
ant-1.6.csv,351,11424,0,0,0,1,0.3817663817663818,0.7391304347826086,0.38202247191011235,0.5037037037037037,0.6469987228607919,0.27658009424199115,0.661994292429075,0.6051948086850557,0.7391304347826086,0.5752895752895753,68.0,24.0,149.0,110.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,1,0.41595441595441596,0.7282608695652174,0.35638297872340424,0.4785714285714286,0.6153948550700522,0.2302203335470286,0.6305397011918751,0.5919874125508986,0.7282608695652174,0.5328185328185329,67.0,25.0,138.0,121.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.45014245014245013,0.717391304347826,0.3333333333333333,0.4551724137931034,0.5825283202446313,0.1842396469255049,0.6038693973476582,0.585105702936815,0.717391304347826,0.49034749034749037,66.0,26.0,127.0,132.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1
ant-1.7.csv,745,11424,0,0,0,0,0.45100671140939597,0.6445783132530121,0.2786458333333333,0.3890909090909091,0.5765981175001115,0.1383628728184842,0.5842905299956301,0.5094423790834139,0.6445783132530121,0.5215889464594128,107.0,59.0,302.0,277.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.4429530201342282,0.6987951807228916,0.29292929292929293,0.4128113879003559,0.5939142793540986,0.1794654683973288,0.6076013900160226,0.5290022074466292,0.6987951807228916,0.5164075993091537,116.0,50.0,299.0,280.0,0.0667016806722689,0.8851540616246498,0.9794653235180163,1,0,0,0,0,0.48053691275167787,0.6987951807228916,0.27358490566037735,0.3932203389830508,0.560606330806955,0.1402062188488807,0.5834217699814803,0.55807021272824,0.6987951807228916,0.4680483592400691,116.0,50.0,271.0,308.0,0.06678921568627451,0.8849789915966386,0.9794613447006394,1
arc.csv,234,12070,0,0,0,0,0.4358974358974359,0.4444444444444444,0.12121212121212122,0.19047619047619047,0.5031446540880502,0.015620043253209258,0.5133297548756486,0.463804337807273,0.4444444444444444,0.5797101449275363,12.0,15.0,120.0,87.0,0.06097763048881524,0.895774647887324,0.9805913295846181,1,0,0,0,1,0.41025641025641024,0.6666666666666666,0.17142857142857143,0.27272727272727276,0.6201550387596899,0.15826226639997035,0.6231884057971014,0.6470538881680479,0.6666666666666666,0.5797101449275363,18.0,9.0,120.0,87.0,0.06114333057166529,0.8954432477216239,0.9805842859735076,1,0,0,0,1,0.43162393162393164,0.7037037037037037,0.16964285714285715,0.2733812949640288,0.6178861788617886,0.16272100388722174,0.6272141706924316,0.6695003982350034,0.7037037037037037,0.5507246376811594,19.0,8.0,114.0,93.0,0.06097763048881524,0.895774647887324,0.9805913295846181,1
berek.csv,43,12092,0,0,0,0,0.46511627906976744,0.75,0.42857142857142855,0.5454545454545454,0.528,0.15964024811538646,0.5914351851851852,0.5553778620049502,0.75,0.4074074074074074,12.0,4.0,11.0,16.0,0.06483625537545484,0.8903407211379425,0.978015988372093,1,0,0,0,0,0.5813953488372093,0.5,0.32,0.39024390243902435,0.425531914893617,-0.12701057925542406,0.4351851851851852,0.6957282642326731,0.5,0.37037037037037035,8.0,8.0,10.0,17.0,0.06483625537545484,0.8903407211379425,0.978015988372093,1,0,0,0,0,0.5116279069767442,0.5625,0.375,0.45,0.496551724137931,0.006759225880448439,0.5034722222222222,0.7126024907178217,0.5625,0.4444444444444444,9.0,7.0,12.0,15.0,0.30259675818723125,0.6829308633807476,0.7032873445750298,0
camel-1.0.csv,339,11000,0,0,0,1,0.41297935103244837,0.6153846153846154,0.055944055944055944,0.10256410256410257,0.6002749950893734,0.07826588502361213,0.578692779613025,0.5977831663902661,0.6153846153846154,0.5858895705521472,8.0,5.0,191.0,135.0,0.06909090909090909,0.8807272727272727,0.978981406628941,1,0,0,0,0,0.3834808259587021,0.46153846153846156,0.046511627906976744,0.08450704225352114,0.5301414581066377,0.0333183309266998,0.5421189240207646,0.5302425103735859,0.46153846153846156,0.6226993865030674,6.0,7.0,203.0,123.0,0.06909090909090909,0.8807272727272727,0.978981406628941,1,0,0,0,0,0.4778761061946903,0.6153846153846154,0.048484848484848485,0.0898876404494382,0.5627471383975027,0.05140270650109637,0.5668947616800377,0.5652058863114291,0.6153846153846154,0.5184049079754601,8.0,5.0,169.0,157.0,0.06918181818181818,0.8805454545454545,0.9789771578734586,1
camel-1.2.csv,608,11000,0,0,0,0,0.47039473684210525,0.4398148148148148,0.36538461538461536,0.39915966386554624,0.4999304525222552,0.01827989840098725,0.4850895219198791,0.5651477470653372,0.4398148148148148,0.5790816326530612,95.0,121.0,227.0,165.0,0.06909090909090909,0.8807272727272727,0.978981406628941,1,0,0,0,0,0.4029605263157895,0.48148148148148145,0.4388185654008439,0.4591611479028697,0.5570353213665314,0.13953894978757508,0.5710978835978836,0.5871615654295669,0.48148148148148145,0.6607142857142857,104.0,112.0,259.0,133.0,0.06909090909090909,0.8807272727272727,0.978981406628941,1,0,0,0,0,0.4621710526315789,0.4537037037037037,0.37547892720306514,0.4109014675052411,0.5107419208010924,0.03663358822364107,0.5189436885865457,0.5830954348061673,0.4537037037037037,0.5841836734693877,98.0,118.0,229.0,163.0,0.1910909090909091,0.7767272727272727,0.8301593470656821,1
camel-1.4.csv,872,11000,0,0,0,0,0.39793577981651373,0.5655172413793104,0.22404371584699453,0.32093933463796476,0.586617574627167,0.13193273801373404,0.5738984015557558,0.5891799797491153,0.5655172413793104,0.609353507565337,82.0,63.0,443.0,284.0,0.06909090909090909,0.8807272727272727,0.978981406628941,1,0,0,0,0,0.4208715596330275,0.42758620689655175,0.1791907514450867,0.2525458248472505,0.5025386747660302,0.02811342895788473,0.5184698572309444,0.5121900489396425,0.42758620689655175,0.609353507565337,62.0,83.0,443.0,284.0,0.06909090909090909,0.8807272727272727,0.978981406628941,1,0,0,0,0,0.3967889908256881,0.5862068965517241,0.22911051212938005,0.32945736434108525,0.596230316526165,0.14520231148395238,0.5964046862400987,0.5847574815773208,0.5862068965517241,0.6066024759284732,85.0,60.0,441.0,286.0,0.06909090909090909,0.8807272727272727,0.978981406628941,1
