version,size_test,size_training,succHe_RF,succZi_RF,succG75_RF,succG60_RF,error_RF,recall_RF,precision_RF,fscore_RF,gscore_RF,mcc_RF,auc_RF,aucec_RF,tpr_RF,tnr_RF,tp_RF,fn_RF,tn_RF,fp_RF,trainerror_RF,trainrecall_RF,trainprecision_RF,trainsuccHe_RF
jedit-3.2.csv,272,1350,0,0,0,0,0.41544117647058826,0.6666666666666666,0.4195804195804196,0.5150214592274678,0.5990922844175491,0.1984720120571927,0.5934065934065934,0.6230099306261409,0.6666666666666666,0.5439560439560439,60.0,30.0,99.0,83.0,0.05407407407407407,0.8962962962962963,0.9950657894736842,1
jedit-4.0.csv,306,1554,0,0,0,0,0.49673202614379086,0.64,0.2774566473988439,0.3870967741935484,0.5345099275133943,0.08579695393301012,0.5461471861471862,0.6318822123851031,0.64,0.4588744588744589,48.0,27.0,106.0,125.0,0.04504504504504504,0.9163449163449163,0.99302649930265,1
jedit-4.1.csv,312,1596,0,0,0,1,0.42628205128205127,0.7088607594936709,0.3373493975903614,0.45714285714285713,0.6051394684823194,0.20633136335902288,0.6126745259955452,0.6085120953395163,0.7088607594936709,0.5278969957081545,56.0,23.0,123.0,110.0,0.04949874686716792,0.9047619047619048,0.9958620689655172,1
jedit-4.2.csv,367,1876,0,0,0,0,0.5449591280653951,0.7708333333333334,0.16371681415929204,0.27007299270072993,0.5331707587430028,0.12363515112225724,0.5846068443051202,0.560950587736721,0.7708333333333334,0.40752351097178685,37.0,11.0,130.0,189.0,0.046908315565031986,0.9125799573560768,0.9930394431554525,1
jedit-4.3.csv,492,2506,0,0,0,0,0.5691056910569106,0.5454545454545454,0.021352313167259787,0.0410958904109589,0.4798136645962733,-0.007847865148918031,0.4763749763749764,0.47445027904400505,0.5454545454545454,0.4282744282744283,6.0,5.0,206.0,275.0,0.0538707102952913,0.9058260175578612,0.9852430555555556,1
kalkulator.csv,27,94,0,0,0,1,0.2962962962962963,0.6666666666666666,0.4,0.5,0.689655172413793,0.32796802467631514,0.6825396825396826,0.7263799104922926,0.6666666666666666,0.7142857142857143,4.0,2.0,15.0,6.0,0.05319148936170213,0.8936170212765957,1.0,1
log4j-1.0.csv,135,594,0,0,0,1,0.42962962962962964,0.7352941176470589,0.33783783783783783,0.462962962962963,0.6056370836245051,0.2181786454073475,0.6175014560279557,0.5633344525336236,0.7352941176470589,0.5148514851485149,25.0,9.0,52.0,49.0,0.050505050505050504,0.9057239057239057,0.992619926199262,1
log4j-1.1.csv,109,512,0,0,0,1,0.28440366972477066,0.6756756756756757,0.5681818181818182,0.617283950617284,0.7045998404679606,0.39742620597739803,0.6856231231231231,0.6041797138697526,0.6756756756756757,0.7361111111111112,25.0,12.0,53.0,19.0,0.046875,0.91015625,0.9957264957264957,1
log4j-1.2.csv,205,954,0,0,0,0,0.5219512195121951,0.48148148148148145,0.91,0.6297577854671279,0.4584382871536524,-0.04347909956249591,0.4773478835978836,0.5733551174623678,0.48148148148148145,0.4375,91.0,98.0,7.0,9.0,0.04716981132075472,0.9161425576519916,0.9886877828054299,1
lucene-2.0.csv,195,870,0,0,0,0,0.46153846153846156,0.5054945054945055,0.5054945054945055,0.5054945054945055,0.5346203092681966,0.07280219780219781,0.5318047337278107,0.5397670753627745,0.5054945054945055,0.5673076923076923,46.0,45.0,59.0,45.0,0.04252873563218391,0.9287356321839081,0.9853658536585366,1
lucene-2.2.csv,247,1094,0,0,0,0,0.4898785425101215,0.4722222222222222,0.6017699115044248,0.5291828793774319,0.5136754363115394,0.03496550520988958,0.5112257281553398,0.5387874493785598,0.4722222222222222,0.5631067961165048,68.0,76.0,58.0,45.0,0.037477148080438755,0.9360146252285192,0.9884169884169884,1
lucene-2.4.csv,340,1574,0,0,0,0,0.4411764705882353,0.5517241379310345,0.6549707602339181,0.5989304812834224,0.5603951504265828,0.11876634909116579,0.5560209988853332,0.5727882691006972,0.5517241379310345,0.5693430656934306,112.0,91.0,78.0,59.0,0.04764930114358323,0.9237611181702668,0.9797843665768194,1
nieruchomosci.csv,27,146,0,0,0,0,0.4444444444444444,0.6,0.42857142857142855,0.5,0.5625,0.12507270025494252,0.5558823529411765,0.5764198569625577,0.6,0.5294117647058824,6.0,4.0,9.0,8.0,0.0821917808219178,0.8767123287671232,0.9552238805970149,1
pbeans1.csv,26,116,0,0,0,0,0.5,0.5,0.7692307692307693,0.6060606060606061,0.5,0.0,0.43333333333333335,0.48622577171572146,0.5,0.5,10.0,10.0,3.0,3.0,0.07758620689655173,0.8620689655172413,0.9803921568627451,1
pbeans2.csv,51,222,0,0,0,0,0.5294117647058824,0.7,0.22580645161290322,0.3414634146341463,0.5207877461706782,0.09322021169156726,0.5536585365853659,0.672899173553719,0.7,0.4146341463414634,7.0,3.0,17.0,24.0,0.04504504504504504,0.9099099099099099,1.0,1
pdftranslator.csv,33,168,1,0,0,1,0.2727272727272727,0.8666666666666667,0.65,0.7428571428571429,0.7167919799498748,0.4868791246821762,0.7555555555555555,0.6989237100348209,0.8666666666666667,0.6111111111111112,13.0,2.0,11.0,7.0,0.02976190476190476,0.9404761904761905,1.0,1
poi-1.5.csv,237,696,0,0,0,0,0.4430379746835443,0.46808510638297873,0.6875,0.5569620253164557,0.5569620253164557,0.15558510638297873,0.5686317966903073,0.5487572658312849,0.46808510638297873,0.6875,66.0,75.0,66.0,30.0,0.033045977011494254,0.9511494252873564,0.9821958456973294,1
poi-2.0.csv,314,888,0,0,0,0,0.4267515923566879,0.6216216216216216,0.16083916083916083,0.25555555555555554,0.5929392446633827,0.12197629939582401,0.5818128597911991,0.5444075946378172,0.6216216216216216,0.5667870036101083,23.0,14.0,157.0,120.0,0.038288288288288286,0.9234234234234234,1.0,1
poi-2.5.csv,385,1164,0,0,0,0,0.44935064935064933,0.5282258064516129,0.7005347593582888,0.6022988505747127,0.5579597738924674,0.1144404426396712,0.542750765246056,0.5963634946726009,0.5282258064516129,0.5912408759124088,131.0,117.0,81.0,56.0,0.03436426116838488,0.9415807560137457,0.9891696750902527,1
poi-3.0.csv,442,1364,0,0,0,1,0.4072398190045249,0.5587188612099644,0.7370892018779343,0.6356275303643725,0.6018400204446717,0.20310483167581825,0.5986494551402489,0.554738193374311,0.5587188612099644,0.6521739130434783,157.0,124.0,105.0,56.0,0.0373900293255132,0.9325513196480938,0.9921996879875195,1
redaktor.csv,176,532,0,0,0,0,0.5454545454545454,0.5185185185185185,0.14432989690721648,0.2258064516129032,0.47776628748707345,-0.027916262224214217,0.47439721600795426,0.5485480081971312,0.5185185185185185,0.4429530201342282,14.0,13.0,66.0,83.0,0.043233082706766915,0.9172932330827067,0.9959183673469387,1
serapion.csv,45,182,0,0,0,0,0.6444444444444445,0.3333333333333333,0.11538461538461539,0.17142857142857146,0.3466666666666667,-0.24745669886621616,0.3287037037037037,0.580422021259718,0.3333333333333333,0.3611111111111111,3.0,6.0,13.0,23.0,0.04945054945054945,0.9010989010989011,1.0,1
skarbonka.csv,45,196,0,0,0,0,0.6,0.7777777777777778,0.21875,0.34146341463414637,0.43874643874643876,0.07354355067681902,0.5354938271604939,0.5934230857379437,0.7777777777777778,0.3055555555555556,7.0,2.0,11.0,25.0,0.0663265306122449,0.8775510204081632,0.9885057471264368,1
sklebagd.csv,20,124,0,0,0,0,0.55,0.3333333333333333,0.5714285714285714,0.4210526315789474,0.43478260869565216,-0.04279604925109129,0.4791666666666667,0.6602530722766089,0.3333333333333333,0.625,4.0,8.0,5.0,3.0,0.03225806451612903,0.9354838709677419,1.0,1
synapse-1.0.csv,157,682,0,0,0,0,0.5031847133757962,0.5,0.10126582278481013,0.16842105263157894,0.498220640569395,-0.002145653514569189,0.5181737588652482,0.3937959973616609,0.5,0.49645390070921985,8.0,8.0,70.0,71.0,0.04398826979472141,0.9120234604105572,1.0,1
synapse-1.1.csv,222,860,0,0,0,0,0.5405405405405406,0.48333333333333334,0.2457627118644068,0.3258426966292135,0.46640229125358007,-0.05878198157483065,0.4713477366255144,0.4815981907868817,0.48333333333333334,0.4506172839506173,29.0,31.0,73.0,89.0,0.047674418604651166,0.9116279069767442,0.9924050632911392,1
synapse-1.2.csv,256,1052,0,0,0,0,0.46875,0.7325581395348837,0.39375,0.5121951219512194,0.5414410171886037,0.15802012605082336,0.5776675786593707,0.5778098239513154,0.7325581395348837,0.4294117647058823,63.0,23.0,73.0,97.0,0.0370722433460076,0.9391634980988594,0.9860279441117764,1
systemdata.csv,65,178,0,0,0,0,0.5076923076923077,0.5555555555555556,0.14705882352941177,0.23255813953488372,0.5162523900573615,0.02606861915082173,0.5158730158730159,0.667976311263663,0.5555555555555556,0.48214285714285715,5.0,4.0,27.0,29.0,0.033707865168539325,0.9438202247191011,0.9882352941176471,1
szybkafucha.csv,25,96,0,0,0,1,0.28,0.6428571428571429,0.8181818181818182,0.7200000000000001,0.72,0.461038961038961,0.698051948051948,0.6175766641735227,0.6428571428571429,0.8181818181818182,9.0,5.0,9.0,2.0,0.03125,0.9375,1.0,1
termoproject.csv,42,176,0,0,0,1,0.3333333333333333,0.6923076923076923,0.47368421052631576,0.5625,0.6732283464566929,0.32274528181186085,0.6472148541114059,0.5649677425378359,0.6923076923076923,0.6551724137931034,9.0,4.0,19.0,10.0,0.028409090909090908,0.9545454545454546,0.9882352941176471,1
tomcat.csv,858,2996,0,0,0,0,0.4568764568764569,0.5454545454545454,0.10526315789473684,0.1764705882352941,0.5441711229946523,0.050626295038716115,0.5328084207725693,0.5311746795014393,0.5454545454545454,0.5428937259923176,42.0,35.0,424.0,357.0,0.051735647530040056,0.9065420560747663,0.989075018208303,1
velocity-1.4.csv,196,728,0,0,0,0,0.44387755102040816,0.5714285714285714,0.7777777777777778,0.6588235294117646,0.5390835579514824,0.07106690545187014,0.5436623629043454,0.6245359165072635,0.5714285714285714,0.5102040816326531,84.0,63.0,25.0,24.0,0.050824175824175824,0.9120879120879121,0.9851632047477745,1
velocity-1.5.csv,214,844,0,0,0,0,0.5093457943925234,0.44366197183098594,0.6774193548387096,0.5361702127659574,0.504,0.025731464354544827,0.5046948356807511,0.5339616025503243,0.44366197183098594,0.5833333333333334,63.0,79.0,42.0,30.0,0.03317535545023697,0.933649289099526,1.0,1
velocity-1.6.csv,229,936,0,0,0,0,0.5283842794759825,0.5128205128205128,0.3252032520325203,0.3980099502487562,0.4795486600846262,-0.03502260662616039,0.46803362200713194,0.6130331086392967,0.5128205128205128,0.4503311258278146,40.0,38.0,68.0,83.0,0.049145299145299144,0.9081196581196581,0.9929906542056075,1
workflow.csv,39,166,0,0,0,0,0.5128205128205128,0.65,0.5,0.5652173913043479,0.4250681198910082,-0.03627381250550058,0.5078947368421053,0.5682787878787876,0.65,0.3157894736842105,13.0,7.0,6.0,13.0,0.060240963855421686,0.891566265060241,0.9866666666666667,1
wspomaganiepi.csv,18,80,0,0,0,1,0.3333333333333333,0.5833333333333334,0.875,0.7000000000000001,0.6862745098039216,0.3952847075210474,0.6736111111111112,0.643902081501026,0.5833333333333334,0.8333333333333334,7.0,5.0,5.0,1.0,0.0125,0.975,1.0,1
xalan-2.4.csv,723,2386,0,0,0,0,0.45919778699861685,0.6545454545454545,0.19672131147540983,0.3025210084033613,0.5798096584454598,0.12567055506493482,0.577932670917989,0.5423549496600937,0.6545454545454545,0.5203915171288744,72.0,38.0,319.0,294.0,0.03394803017602682,0.9371332774518022,0.994661921708185,1
xalan-2.5.csv,803,2523,0,0,0,0,0.4657534246575342,0.5762273901808785,0.5150115473441108,0.5439024390243903,0.5326453707461303,0.07159378880709498,0.5325668356191612,0.5929291981527159,0.5762273901808785,0.4951923076923077,223.0,164.0,206.0,210.0,0.030122869599682918,0.945324881141046,0.9941666666666666,1
xalan-2.6.csv,885,2456,0,0,0,0,0.4824858757062147,0.5474452554744526,0.48283261802575106,0.5131128848346637,0.5180003260660135,0.038962462106607317,0.5160178426601785,0.6379158531069719,0.5474452554744526,0.49156118143459915,225.0,186.0,233.0,241.0,0.03501628664495114,0.9356677524429967,0.9939446366782007,1
xalan-2.7.csv,909,2476,0,0,0,0,0.49834983498349833,0.5033407572383074,0.9847494553376906,0.6661753868828298,0.422232601588043,-0.02909030365920342,0.4198218262806236,0.6667841580549384,0.5033407572383074,0.36363636363636365,452.0,446.0,4.0,7.0,0.03231017770597738,0.9410339256865913,0.9940273037542662,1
xerces-1.2.csv,440,1286,0,0,0,0,0.48863636363636365,0.3380281690140845,0.125,0.18250950570342206,0.41717473083409,-0.08697659449027316,0.46398717508301845,0.47582292579999336,0.3380281690140845,0.5447154471544715,24.0,47.0,201.0,168.0,0.041990668740279936,0.9331259720062208,0.9819967266775778,1
xerces-1.3.csv,453,1344,0,0,0,1,0.3200883002207506,0.6376811594202898,0.2682926829268293,0.3776824034334764,0.6616541353383458,0.24313343582647493,0.6700067934782609,0.6234100101868632,0.6376811594202898,0.6875,44.0,25.0,264.0,120.0,0.03943452380952381,0.9270833333333334,0.9936204146730463,1
xerces-1.4.csv,588,1848,0,0,0,1,0.4200680272108844,0.4851258581235698,0.905982905982906,0.6318926974664679,0.6188380381286418,0.30294967327853267,0.6178489702517163,0.6154259635118581,0.4851258581235698,0.8543046357615894,212.0,225.0,129.0,22.0,0.050865800865800864,0.9101731601731602,0.9870892018779343,1
xerces-init.csv,162,700,0,0,0,0,0.49382716049382713,0.4935064935064935,0.4810126582278481,0.4871794871794871,0.505288606829858,0.011143341568959743,0.5103132161955691,0.4722349235235324,0.4935064935064935,0.5176470588235295,38.0,39.0,44.0,41.0,0.05142857142857143,0.9114285714285715,0.9845679012345679,1
zuzel.csv,29,120,0,0,0,0,0.5862068965517241,0.38461538461538464,0.35714285714285715,0.3703703703703704,0.40935672514619886,-0.17703551929365782,0.3918269230769231,0.5116416764014018,0.38461538461538464,0.4375,5.0,8.0,7.0,9.0,0.041666666666666664,0.9166666666666666,1.0,1
