version,size_test,size_training,succHe_SMORBF,succZi_SMORBF,succG75_SMORBF,succG60_SMORBF,error_SMORBF,recall_SMORBF,precision_SMORBF,fscore_SMORBF,gscore_SMORBF,mcc_SMORBF,auc_SMORBF,aucec_SMORBF,tpr_SMORBF,tnr_SMORBF,tp_SMORBF,fn_SMORBF,tn_SMORBF,fp_SMORBF,trainerror_SMORBF,trainrecall_SMORBF,trainprecision_SMORBF,trainsuccHe_SMORBF,succHe_SMORBFLocalEM,succZi_SMORBFLocalEM,succG75_SMORBFLocalEM,succG60_SMORBFLocalEM,error_SMORBFLocalEM,recall_SMORBFLocalEM,precision_SMORBFLocalEM,fscore_SMORBFLocalEM,gscore_SMORBFLocalEM,mcc_SMORBFLocalEM,auc_SMORBFLocalEM,aucec_SMORBFLocalEM,tpr_SMORBFLocalEM,tnr_SMORBFLocalEM,tp_SMORBFLocalEM,fn_SMORBFLocalEM,tn_SMORBFLocalEM,fp_SMORBFLocalEM,trainerror_SMORBFLocalEM,trainrecall_SMORBFLocalEM,trainprecision_SMORBFLocalEM,trainsuccHe_SMORBFLocalEM,succHe_SMORBFLocalFQ,succZi_SMORBFLocalFQ,succG75_SMORBFLocalFQ,succG60_SMORBFLocalFQ,error_SMORBFLocalFQ,recall_SMORBFLocalFQ,precision_SMORBFLocalFQ,fscore_SMORBFLocalFQ,gscore_SMORBFLocalFQ,mcc_SMORBFLocalFQ,auc_SMORBFLocalFQ,aucec_SMORBFLocalFQ,tpr_SMORBFLocalFQ,tnr_SMORBFLocalFQ,tp_SMORBFLocalFQ,fn_SMORBFLocalFQ,tn_SMORBFLocalFQ,fp_SMORBFLocalFQ,trainerror_SMORBFLocalFQ,trainrecall_SMORBFLocalFQ,trainprecision_SMORBFLocalFQ,trainsuccHe_SMORBFLocalFQ
pdftranslator.csv,33,10151,0,0,0,0,0.5454545454545454,1.0,0.45454545454545453,0.625,0.0,NaN,0.5,0.7411733670992929,1.0,0.0,15.0,0.0,0.0,18.0,0.40429514333563193,1.0,0.595704856664368,1,1,0,0,1,0.30303030303030304,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.6511627906976745,0.46950482703449986,0.7166666666666667,0.700147726073652,0.9333333333333333,0.5,14.0,1.0,9.0,9.0,0.3810462023445966,0.8655531668595998,0.631439256846423,1,1,0,0,0,0.42424242424242425,0.9333333333333333,0.5185185185185185,0.6666666666666667,0.42813455657492355,0.2725432725108923,0.6055555555555555,0.7366466181280994,0.9333333333333333,0.2777777777777778,14.0,1.0,5.0,13.0,0.3778938035661511,0.9240945923598478,0.6233128834355828,1
kalkulator.csv,27,10169,0,0,0,0,0.7777777777777778,1.0,0.2222222222222222,0.3636363636363636,0.0,NaN,0.5,0.6655478203215648,1.0,0.0,6.0,0.0,0.0,21.0,0.4044645491198741,1.0,0.5955354508801258,1,0,0,0,0,0.7037037037037037,1.0,0.24,0.3870967741935484,0.17391304347826084,0.15118578920369088,0.5476190476190477,0.6841123818995527,1.0,0.09523809523809523,6.0,0.0,2.0,19.0,0.3804700560527092,0.8675693527080581,0.6314144934503064,1,0,0,0,0,0.7037037037037037,0.6666666666666666,0.19047619047619047,0.2962962962962963,0.2962962962962963,-0.14285714285714285,0.42857142857142855,0.4944472070280127,0.6666666666666666,0.19047619047619047,4.0,2.0,4.0,17.0,0.3832235224702527,0.89943857331572,0.6235832856325129,1
e-learning.csv,64,10171,0,0,0,0,0.921875,1.0,0.078125,0.14492753623188406,0.0,NaN,0.5,0.43544929925803794,1.0,0.0,5.0,0.0,0.0,59.0,0.40448333497197914,1.0,0.5955166650280208,1,0,0,0,0,0.734375,1.0,0.09615384615384616,0.17543859649122806,0.33802816901408456,0.13984532338254543,0.6016949152542372,0.46452322066501783,1.0,0.2033898305084746,5.0,0.0,12.0,47.0,0.3812801101169993,0.8636288591712069,0.6315344681878546,1,0,0,0,0,0.84375,1.0,0.0847457627118644,0.15625,0.15625,0.0847457627118644,0.5423728813559322,0.4615004122011541,1.0,0.0847457627118644,5.0,0.0,5.0,54.0,0.3793137351292892,0.910681855704144,0.624476395335673,1
workflow.csv,39,10142,1,0,0,0,0.48717948717948717,1.0,0.5128205128205128,0.6779661016949152,0.0,NaN,0.5,0.7261212121212117,1.0,0.0,20.0,0.0,0.0,19.0,0.40425951488858214,1.0,0.5957404851114179,1,1,0,0,1,0.38461538461538464,0.7,0.6086956521739131,0.6511627906976744,0.6008583690987125,0.2299761205393,0.6131578947368421,0.536921212121212,0.7,0.5263157894736842,14.0,6.0,10.0,9.0,0.3602839676592388,0.8095001655081099,0.6614822829321071,1,1,0,0,0,0.5128205128205128,0.9,0.5,0.6428571428571429,0.09944751381215479,-0.08885233166386385,0.4763157894736842,0.6597696969696967,0.9,0.05263157894736842,18.0,2.0,1.0,18.0,0.3997239203312956,0.9437272426348892,0.6055649957519117,1
skarbonka.csv,45,10163,0,0,0,0,0.8,1.0,0.2,0.33333333333333337,0.0,NaN,0.5,0.729079335506909,1.0,0.0,9.0,0.0,0.0,36.0,0.40440814720062973,1.0,0.5955918527993702,1,0,0,0,0,0.5111111111111111,1.0,0.28125,0.43902439024390244,0.5306122448979592,0.3186887195995491,0.6805555555555556,0.7538610538144773,1.0,0.3611111111111111,9.0,0.0,13.0,23.0,0.38079307291154185,0.8671733024946308,0.63126879134095,1,0,0,0,0,0.6222222222222222,1.0,0.24324324324324326,0.391304347826087,0.3636363636363636,0.23249527748763854,0.6111111111111112,0.752264141178906,1.0,0.2222222222222222,9.0,0.0,8.0,28.0,0.38354816491193544,0.940029737320337,0.6168021680216802,1
redaktor.csv,176,10127,0,0,0,0,0.8465909090909091,1.0,0.1534090909090909,0.2660098522167488,0.0,NaN,0.5,0.740895061728395,1.0,0.0,27.0,0.0,0.0,149.0,0.4040683321812975,1.0,0.5959316678187024,1,0,0,0,0,0.75,1.0,0.16981132075471697,0.2903225806451613,0.20481927710843364,0.13919211900157608,0.5570469798657718,0.7437965462088266,1.0,0.11409395973154363,27.0,0.0,17.0,132.0,0.37997432605905007,0.867771333885667,0.6319536623627369,1,0,0,0,0,0.8352272727272727,1.0,0.15517241379310345,0.26865671641791045,0.026490066225165525,0.04563826455786567,0.5067114093959731,0.7410806217823761,1.0,0.013422818791946308,27.0,0.0,2.0,147.0,0.3832329416411573,0.9461474730737366,0.6162313835527736,1
termoproject.csv,42,10155,0,0,0,0,0.6904761904761905,1.0,0.30952380952380953,0.4727272727272727,0.0,NaN,0.5,0.6799742313761004,1.0,0.0,13.0,0.0,0.0,29.0,0.40433284096504185,1.0,0.5956671590349581,1,0,0,0,0,0.47619047619047616,0.7692307692307693,0.37037037037037035,0.5,0.5381165919282511,0.17658381855353683,0.5915119363395226,0.5503561858702045,0.7692307692307693,0.41379310344827586,10.0,3.0,12.0,17.0,0.3805022156573117,0.8687386344850389,0.6312312312312313,1,0,0,0,1,0.40476190476190477,0.8461538461538461,0.4230769230769231,0.5641025641025641,0.6147704590818363,0.31311533989626145,0.6644562334217506,0.6613293248807267,0.8461538461538461,0.4827586206896552,11.0,2.0,14.0,15.0,0.37695716395864104,0.872375599272607,0.6332653306132245,1
velocity-1.4.csv,196,9615,1,1,0,0,0.2755102040816326,0.9455782312925171,0.7513513513513513,0.8373493975903614,0.11500275785990065,0.012798443803844426,0.5034013605442177,0.8295054954668036,0.9455782312925171,0.061224489795918366,139.0,8.0,3.0,46.0,0.39417576703068125,0.9645302897278314,0.6048893293690122,1,0,0,0,0,0.5459183673469388,0.4897959183673469,0.6923076923076923,0.5737051792828686,0.406172224987556,-0.1416576493949657,0.41836734693877553,0.4632339583291404,0.4897959183673469,0.3469387755102041,72.0,75.0,17.0,32.0,0.35964638585543424,0.8038630377524144,0.6616563087151323,1,0,0,0,0,0.46938775510204084,0.6462585034013606,0.7037037037037037,0.6737588652482269,0.2860488457678153,-0.1590550928649634,0.41496598639455784,0.5967104417618379,0.6462585034013606,0.1836734693877551,95.0,52.0,9.0,40.0,0.3829433177327093,0.87585601404741,0.626397086525179,1
velocity-1.5.csv,214,9615,1,0,0,0,0.37383177570093457,0.9225352112676056,0.655,0.7660818713450291,0.07973219720024338,-0.06840559886247913,0.48210093896713613,0.7701125175622333,0.9225352112676056,0.041666666666666664,131.0,11.0,3.0,69.0,0.39417576703068125,0.9645302897278314,0.6048893293690122,1,0,0,0,1,0.34579439252336447,0.6338028169014085,0.8035714285714286,0.7086614173228347,0.6627393225331369,0.31052919290473824,0.6641236306729265,0.5623638521064477,0.6338028169014085,0.6944444444444444,90.0,52.0,50.0,22.0,0.35964638585543424,0.8038630377524144,0.6616563087151323,1,1,1,0,0,0.3644859813084112,0.7676056338028169,0.7077922077922078,0.7364864864864864,0.5038520801232664,0.1500068591810174,0.5713028169014085,0.6546258412710698,0.7676056338028169,0.375,109.0,33.0,27.0,45.0,0.3751430057202288,0.9030728709394206,0.6273481336911442,1
velocity-1.6.csv,229,9615,0,0,0,0,0.5938864628820961,0.9871794871794872,0.3632075471698113,0.5310344827586206,0.191378640776699,0.16837533058956192,0.5465698760400747,0.8093518773375643,0.9871794871794872,0.10596026490066225,77.0,1.0,16.0,135.0,0.39417576703068125,0.9645302897278314,0.6048893293690122,1,0,0,0,1,0.3624454148471616,0.7948717948717948,0.4806201550387597,0.5990338164251208,0.6545180344350885,0.33554432644743654,0.6755815928001359,0.67364023228578,0.7948717948717948,0.5562913907284768,62.0,16.0,84.0,67.0,0.35964638585543424,0.8038630377524144,0.6616563087151323,1,0,0,0,0,0.5283842794759825,0.8846153846153846,0.3812154696132597,0.5328185328185329,0.3998217071540004,0.1663751403570956,0.5714467651553744,0.7307654079123245,0.8846153846153846,0.2582781456953642,69.0,9.0,39.0,112.0,0.3794071762870515,0.9057067603160667,0.6237755472245737,1
